name,location,Date,Rating,Review
Jacqueline,"Oxenford, Other","Reviewed May 24, 2022",1.0,"I stopped in at Starbucks at Coomera and they had a line of about 15 cars waiting, they served all the cars in drive through before making the coffees of any of the customers who had actually come into the store. They charge 90c to add syrup to your coffee which you don’t actually receive and is a far higher charge than similar coffee chains. The coffee was hot but tasted awful."
RC,"Toronto, Canada, Other","Reviewed May 3, 2022",1.0,"Starbucks is supposed to be a quality brand and we love Starbucks coffee. Recently their centres have started cutting cost by not providing paper bags when we purchase a product from Starbucks. We regularly buy coffee beans worth $20 from Starbucks and when we ask for a bag they have started providing excuses like ""We have run out of bags."" Their products are so expensive but they cannot provide a paper bag to even carry the purchased product. In USA, WEGMANS store provides huge strong paper bags for even the smallest purchase made. Sad to see the way cost cutting is taking a toll on customer experience."
Paul,"Ephrata, PA","Reviewed April 15, 2022",1.0,"It costs over $20 for 3 small breakfast sandwiches!! These should be $2-$3 a piece like every where else. And the greeting from the server was rude. A simple, “What do want“ is not a greeting! Too expensive and poor service!!! I won’t go back there!!"
EADream,"Garland, TX","Reviewed April 6, 2022",5.0,"The first time after years I felt the “welcome to Starbucks” greeting at this place & I said in my heart “well Mr. first CEO returned with his principles”. I read his books, but for the many Starbucks doors I entered in the founder’s story in the book & the practice at most Starbucks were totally different. I’m very excited to experience as the book stories. Keep the warm tradition. Get going!!!"
Elle,"Laguna, Other","Reviewed April 5, 2022",5.0,"Good service, the employees are good at both English and Tagalog. Fast service and the environment are really clean and tidy. And I also appreciate the fact that they use paper straws to support the environment. 5 stars :>"
Tasha,"Oklahoma City, OK","Reviewed April 5, 2022",1.0,"I came back to Oklahoma City due to a business meeting and to visit my family. While visiting a Starbucks location in Oklahoma City, OK at 200 S Oklahoma City, OK 73104, I was threatened verbally as well as physically by an employee. I am a long-time daily customer of Starbucks. I would say I visit a location at least 335 days out of 365 per year. On the morning of April 5th, 2022, I went in to purchase my usual daily cup of coffee. I decided to purchase a protein box and a cheese and fruit box as well. While waiting in a fairly long line I arrived at the counter in which I were greeted by a young lady named **. My order was placed for a venti sized blonde roast of brewed coffee, including eight packages of agave, sugar free vanilla, cream and the two boxes discussed above."
Phil,"Charlotte, NC","Reviewed March 1, 2022",1.0,"How can people drink the awfully burnt tasting coffee from Starbucks. Overpriced poor tasting. Better to go to Dunkin. Starbucks uses cheaply source beans and roasts them to death. Not only burn the beans, also burn the essential oils."
Angeline,"Philadelphia, PA","Reviewed Feb. 23, 2022",1.0,I ordered 2 mint Frappuccino and it was not frozen. I returned to the facility and an Asian guy looked very upset. He redone my drinks and he still could not make it correct. He forgot to add the chocolate syrup and was told and he snatched it off the counter with attitude! And he added cookie crumbs not the syrup. He made me feel very uncomfortable! On top of that I tried it and it was not good. I do not recommend this location at Washington Square. If you see this guy do not let him make your drink!
Edwin,"Toa Alta, Other","Reviewed Feb. 12, 2022",1.0,"Good morning, in case it happened I just bought a tea here in this new Golden place out of Toa Baja, when young Gregorio goes, to collect before saying amount to collect tells me, ""Hi you are going to tip"" and I comment no, he comes back and comments and I repeat, not then he tells me the total, I give him money and seeing when they give him the tea that he has to give me, I realize that all the employees approach him, they stopped to talk to everyone, two of the girls start dancing. They went to work with other orders leaving the glass that I had to deliver to the front of the window, realizing, like any adult, that these young men or Gregorio made me wait when the order was ready, normally when it is by servi car we leave the change or leave extra. All this so that you do not leave a tip IN A SERVI CARRO. I am embarrassed that a good new business has employees like these, who with their actions seem to force the client to tip. 11:40 am. Starbucks."
Robin,"Raleigh, NC","Reviewed Feb. 8, 2022",2.0,"I went through the drive thru at the Starbucks on Capital. I ordered a Grande nonfat mocha. She gave me a Venti.. With surprise I asked, is this my coffee? I ordered a Grande and she said, ""We are out of Grande cups."" I said, ""Oh, I understand."" I paid and left. I drank my coffee, it was good as always. However, I went to throw it away, when I saw it was doubled with another cup. It was a TALL! I paid for a Grande! I just got ripped off at a good yet expensive coffee shop. This is the first time this has happened to me at a Starbucks. I have always known them to take pride in company. Oh well... Guess it happens to everyone. Warning= BE CAREFUL. Look at your drink carefully. I will from now on."
Fazlin,"Bukit Antarabangsa, Ampang, Other","Reviewed Feb. 5, 2022",1.0,"There were 6 barristers or helper at the counter at one time but the services was so poor. Not efficient, slow, not service oriented, no team work and they were not supporting each other. At the end, services to customers were affected."
Lucy,"Lasalle, Other","Reviewed Feb. 3, 2022",5.0,"The Starbucks on Newman, Lasalle, Quebec has the best customer service anywhere. I go by there every other day before noon to get a coffee or a sandwich and the person at the window is such a delight to deal with along with all other employees. They are friendly, helpful and always have a great attitude. Hats off to them."
